Service date,Hour,Route,Direction,Scheduled stop arrivals,Deduped bunching episodes,actual_rate_per_100,predicted_rate_per_100,Risk decile,Validation split,baseline_predicted_rate_per_100,external_predicted_rate_per_100,Temperature,Wind speed,MVI active in prior 2 hours,MVI active in prior 4 hours,Local MVI street-name matches,KCM advisory observed,weather_observed,mvi_observed,kcm_observed
2026-07-22,15,208,0,6,0,0.0,0.0007874231763721841,1,Train,0.0007874231763721841,0.0007481286927678051,,,,,0.0,,0,1,0
2026-07-22,15,208,1,16,0,0.0,0.004783811427173885,2,Train,0.004783811427173885,0.004660988426490559,,,,,0.0,,0,1,0
2026-07-22,15,21,0,136,0,0.0,0.12808613761883958,8,Train,0.12808613761883958,0.1307359452298409,,,,,0.0,,0,1,0
2026-07-22,15,21,1,146,0,0.0,0.16001607586288324,8,Train,0.16001607586288324,0.16318747397948707,,,,,0.0,,0,1,0
2026-07-22,15,212,0,13,0,0.0,0.009308867291458082,3,Train,0.009308867291458082,0.009072517748310664,,,,,0.0,,0,1,0
2026-07-22,15,22,0,30,0,0.0,0.00796218840272912,2,Train,0.00796218840272912,0.00796761297096504,,,,,0.0,,0,1,0
2026-07-22,15,22,1,41,0,0.0,0.015625058411681637,4,Train,0.015625058411681637,0.015738949927532674,,,,,0.0,,0,1,0
2026-07-22,15,24,0,113,0,0.0,0.0337519534111993,5,Train,0.0337519534111993,0.03452492432485468,,,,,0.0,,0,1,0
2026-07-22,15,24,1,102,0,0.0,0.030226579120685815,5,Train,0.030226579120685815,0.030723712409402727,,,,,0.0,,0,1,0
2026-07-22,15,240,0,211,0,0.0,0.36200773355817756,9,Train,0.36200773355817756,0.370675627326518,,,,,0.0,,0,1,0
2026-07-22,15,240,1,241,0,0.0,0.5098376725752154,10,Train,0.5098376725752154,0.5226309739230733,,,,,0.0,,0,1,0
2026-07-22,15,245,0,204,0,0.0,0.056985655665209065,6,Train,0.056985655665209065,0.0584121431903217,,,,,0.0,,0,1,0
2026-07-22,15,245,1,214,0,0.0,0.06811366849208188,7,Train,0.06811366849208188,0.06970859000247126,,,,,0.0,,0,1,0
2026-07-22,15,255,0,171,0,0.0,0.29244698311236983,9,Train,0.29244698311236983,0.2977035470455664,,,,,0.0,,0,1,0
2026-07-22,15,255,1,182,0,0.0,0.3594135830157892,9,Train,0.3594135830157892,0.3654639829820295,,,,,0.0,,0,1,0
2026-07-22,15,269,0,83,0,0.0,0.016857653231862647,4,Train,0.016857653231862647,0.017253296588052705,,,,,0.0,,0,1,0
2026-07-22,15,269,1,84,0,0.0,0.018800370020914243,4,Train,0.018800370020914243,0.01918935633971517,,,,,0.0,,0,1,0
2026-07-22,15,27,0,53,0,0.0,0.01880133935964131,4,Train,0.01880133935964131,0.019082533366218766,,,,,0.0,,0,1,0
2026-07-22,15,27,1,54,0,0.0,0.021234223080861005,4,Train,0.021234223080861005,0.021497740784913153,,,,,0.0,,0,1,0
2026-07-22,15,271,0,198,3,1.5151515151515151,0.818081323221773,10,Train,0.818081323221773,0.8408067371750679,,,,,0.0,,0,1,0
2026-07-22,15,271,1,190,1,0.5263157894736842,0.8235879070843436,10,Train,0.8235879070843436,0.8427466244204583,,,,,0.0,,0,1,0
2026-07-22,15,28,0,102,0,0.0,0.3434609278989326,9,Train,0.3434609278989326,0.3548111928374252,,,,,0.0,,0,1,0
2026-07-22,15,28,1,43,0,0.0,0.07212100801328905,7,Train,0.07212100801328905,0.07228783572113293,,,,,0.0,,0,1,0
2026-07-22,15,3,0,56,0,0.0,0.03803410106277649,6,Train,0.03803410106277649,0.03863695874961458,,,,,0.0,,0,1,0
2026-07-22,15,3,1,58,0,0.0,0.04431907148697107,6,Train,0.04431907148697107,0.04493171320151266,,,,,0.0,,0,1,0
2026-07-22,15,303,0,5,0,0.0,0.0037041572093993377,1,Train,0.0037041572093993377,0.0035278229720096164,,,,,0.0,,0,1,0
2026-07-22,15,31,0,109,0,0.0,0.07325639505102094,7,Train,0.07325639505102094,0.07476379484634488,,,,,0.0,,0,1,0
2026-07-22,15,31,1,112,0,0.0,0.08411819841674709,7,Train,0.08411819841674709,0.08565710873957118,,,,,0.0,,0,1,0
2026-07-22,15,32,0,95,0,0.0,0.11553253392024299,8,Train,0.11553253392024299,0.1176666610922667,,,,,0.0,,0,1,0
2026-07-22,15,32,1,89,0,0.0,0.11113484303775291,8,Train,0.11113484303775291,0.11260596064476606,,,,,0.0,,0,1,0
2026-07-22,15,33,0,77,0,0.0,0.014676766148418622,3,Train,0.014676766148418622,0.014972985005285974,,,,,0.0,,0,1,0
2026-07-22,15,33,1,70,0,0.0,0.013334517710056424,3,Train,0.013334517710056424,0.013521011341806216,,,,,0.0,,0,1,0
2026-07-22,15,331,0,122,0,0.0,0.01438662037094213,3,Train,0.01438662037094213,0.01476388691006867,,,,,0.0,,0,1,0
2026-07-22,15,331,1,130,0,0.0,0.017715970396265254,4,Train,0.017715970396265254,0.018160769257036264,,,,,0.0,,0,1,0
2026-07-22,15,345,0,94,0,0.0,0.035460010680446276,5,Train,0.035460010680446276,0.0364662736637598,,,,,0.0,,0,1,0
2026-07-22,15,345,1,95,1,1.0526315789473684,0.039442264434154606,6,Train,0.039442264434154606,0.04044962849604534,,,,,0.0,,0,1,0
2026-07-22,15,346,0,44,0,0.0,0.02448590638404596,5,Train,0.02448590638404596,0.02488520235235535,,,,,0.0,,0,1,0
2026-07-22,15,346,1,44,0,0.0,0.02668908400378647,5,Train,0.02668908400378647,0.027040449439998268,,,,,0.0,,0,1,0
2026-07-22,15,348,0,153,0,0.0,0.09229466531503443,7,Train,0.09229466531503443,0.09441285795358127,,,,,0.0,,0,1,0
2026-07-22,15,348,1,159,0,0.0,0.10832656006385423,8,Train,0.10832656006385423,0.1106047398252695,,,,,0.0,,0,1,0
2026-07-22,15,36,0,261,6,2.2988505747126435,0.8761745402369189,10,Train,0.8761745402369189,0.9003439012941398,,,,,0.0,,0,1,0
2026-07-22,15,36,1,207,1,0.4830917874396135,0.6108281717003327,10,Train,0.6108281717003327,0.6211516658690832,,,,,0.0,,0,1,0
2026-07-22,15,372,0,221,4,1.8099547511312217,0.6387838336378129,10,Train,0.6387838336378129,0.65585857225779,,,,,0.0,,0,1,0
2026-07-22,15,372,1,193,0,0.0,0.5362899010923866,10,Train,0.5362899010923866,0.5465692546455505,,,,,0.0,,0,1,0
2026-07-22,15,4,0,192,0,0.0,0.5871802221922978,10,Train,0.5871802221922978,0.6027749364522474,,,,,0.0,,0,1,0
2026-07-22,15,4,1,193,3,1.5544041450777202,0.6464496981272456,10,Train,0.6464496981272456,0.6616758378212887,,,,,0.0,,0,1,0
2026-07-22,15,43,0,31,0,0.0,0.034609415574961874,5,Train,0.034609415574961874,0.03444651894964812,,,,,0.0,,0,1,0
2026-07-22,15,44,0,181,3,1.6574585635359116,0.9223704074125885,10,Train,0.9223704074125885,0.9479494695459005,,,,,0.0,,0,1,0
2026-07-22,15,44,1,155,0,0.0,0.7459245684838562,10,Train,0.7459245684838562,0.7604952060611886,,,,,0.0,,0,1,0
2026-07-22,15,45,0,166,1,0.6024096385542169,0.3212365590638282,9,Train,0.3212365590638282,0.3276428819350039,,,,,0.0,,0,1,0
2026-07-22,15,45,1,120,0,0.0,0.18762738785002817,8,Train,0.18762738785002817,0.18882862710980686,,,,,0.0,,0,1,0
2026-07-22,15,48,0,135,1,0.7407407407407407,0.3536623488089308,9,Train,0.3536623488089308,0.3605108512288354,,,,,0.0,,0,1,0
2026-07-22,15,48,1,122,0,0.0,0.3173356980782616,9,Train,0.3173356980782616,0.3214497852022708,,,,,0.0,,0,1,0
2026-07-22,15,5,0,219,2,0.91324200913242,0.23242944796700662,9,Train,0.23242944796700662,0.2386461047096731,,,,,0.0,,0,1,0
2026-07-22,15,5,1,185,0,0.0,0.1830352549203256,8,Train,0.1830352549203256,0.18635011228020304,,,,,0.0,,0,1,0
2026-07-22,15,50,0,210,0,0.0,0.22093606753313252,9,Train,0.22093606753313252,0.22703685813686544,,,,,0.0,,0,1,0
2026-07-22,15,50,1,185,0,0.0,0.18864045199068125,8,Train,0.18864045199068125,0.19247502832404953,,,,,0.0,,0,1,0
2026-07-22,15,522,0,65,0,0.0,0.2317063242917124,9,Train,0.2317063242917124,0.23449751900822488,,,,,0.0,,0,1,0
2026-07-22,15,522,1,71,0,0.0,0.29889917826456036,9,Train,0.29889917826456036,0.30240195950392357,,,,,0.0,,0,1,0
2026-07-22,15,545,0,101,3,2.9702970297029703,1.8873434882870415,10,Train,1.8873434882870415,1.9433451127857977,,,,,0.0,,0,1,0
2026-07-22,15,545,1,99,4,4.040404040404041,1.9797760413447372,10,Train,1.9797760413447372,2.0309359127229603,,,,,0.0,,0,1,0
2026-07-22,15,550,0,80,2,2.5,1.1165108310131897,10,Train,1.1165108310131897,1.143850487483475,,,,,0.0,,0,1,0
2026-07-22,15,550,1,75,0,0.0,1.0757236341448668,10,Train,1.0757236341448668,1.09642877841381,,,,,0.0,,0,1,0
2026-07-22,15,554,0,39,2,5.128205128205129,0.43780477698454107,10,Train,0.43780477698454107,0.4450215398164666,,,,,0.0,,0,1,0
2026-07-22,15,554,1,35,1,2.857142857142857,0.38913341648303484,10,Train,0.38913341648303484,0.3930031935498741,,,,,0.0,,0,1,0
2026-07-22,15,57,0,17,0,0.0,0.008024287585945375,2,Train,0.008024287585945375,0.007887914761962829,,,,,0.0,,0,1,0
2026-07-22,15,60,0,253,1,0.3952569169960474,0.3530756121552098,9,Train,0.3530756121552098,0.36122102047942417,,,,,0.0,,0,1,0
2026-07-22,15,60,1,262,0,0.0,0.411685658751316,10,Train,0.411685658751316,0.42034723675435975,,,,,0.0,,0,1,0
2026-07-22,15,62,0,343,3,0.8746355685131195,0.6062689718960024,10,Train,0.6062689718960024,0.6233501947324896,,,,,0.0,,0,1,0
2026-07-22,15,62,1,246,0,0.0,0.34795755030781506,9,Train,0.34795755030781506,0.35290970131631916,,,,,0.0,,0,1,0
2026-07-22,15,65,0,183,1,0.546448087431694,0.324180133814621,9,Train,0.324180133814621,0.33102515476640104,,,,,0.0,,0,1,0
2026-07-22,15,65,1,141,0,0.0,0.2139513151887704,9,Train,0.2139513151887704,0.2160024336535937,,,,,0.0,,0,1,0
2026-07-22,15,67,0,134,1,0.746268656716418,0.2679605360617941,9,Train,0.2679605360617941,0.2731257833283998,,,,,0.0,,0,1,0
2026-07-22,15,67,1,76,0,0.0,0.09847798947346824,7,Train,0.09847798947346824,0.09829135772453766,,,,,0.0,,0,1,0
2026-07-22,15,7,0,307,5,1.6286644951140066,1.704012355029689,10,Train,1.704012355029689,1.7459243306576493,,,,,0.0,,0,1,0
2026-07-22,15,7,1,311,3,0.9646302250803859,1.9043243304416706,10,Train,1.9043243304416706,1.945930958071245,,,,,0.0,,0,1,0
2026-07-22,15,70,0,69,0,0.0,0.6929621445825782,10,Train,0.6929621445825782,0.7034652132292429,,,,,0.0,,0,1,0
2026-07-22,15,70,1,79,1,1.2658227848101267,0.9781733298886116,10,Train,0.9781733298886116,0.9941508843430844,,,,,0.0,,0,1,0
2026-07-22,15,75,0,195,0,0.0,0.19447978696982599,8,Train,0.19447978696982599,0.19795100822735903,,,,,0.0,,0,1,0
2026-07-22,15,75,1,200,1,0.5,0.22257422171345465,9,Train,0.22257422171345465,0.2260278735487792,,,,,0.0,,0,1,0
2026-07-22,15,773,0,14,0,0.0,0.012297587118607725,3,Train,0.012297587118607725,0.012052267902152433,,,,,0.0,,0,1,0
2026-07-22,15,773,1,25,0,0.0,0.03888487688423281,6,Train,0.03888487688423281,0.03866319057990219,,,,,0.0,,0,1,0
2026-07-22,15,8,0,133,1,0.7518796992481203,0.5097418619180906,10,Train,0.5097418619180906,0.5185797347666912,,,,,0.0,,0,1,0
2026-07-22,15,8,1,136,3,2.2058823529411766,0.5799447680594552,10,Train,0.5799447680594552,0.5885909252408066,,,,,0.0,,0,1,0
2026-07-22,15,9,0,15,0,0.0,0.0032123096578088955,1,Train,0.0032123096578088955,0.0031294519092193726,,,,,0.0,,0,1,0
2026-07-22,15,901,0,34,0,0.0,0.039974655584546104,6,Train,0.039974655584546104,0.04023809238595068,,,,,0.0,,0,1,0
2026-07-22,15,901,1,32,0,0.0,0.038879640045327214,6,Train,0.038879640045327214,0.03894177642475796,,,,,0.0,,0,1,0
2026-07-22,15,903,0,30,0,0.0,0.027437032517839348,5,Train,0.027437032517839348,0.027671484047791153,,,,,0.0,,0,1,0
2026-07-22,15,903,1,25,0,0.0,0.021273804484963823,4,Train,0.021273804484963823,0.021269698289906026,,,,,0.0,,0,1,0
2026-07-22,15,914,0,151,0,0.0,0.5045730708566357,10,Train,0.5045730708566357,0.513687568077769,,,,,0.0,,0,1,0
2026-07-22,15,917,0,34,0,0.0,0.03519901373386712,5,Train,0.03519901373386712,0.035591229616107,,,,,0.0,,0,1,0
2026-07-22,15,917,1,30,0,0.0,0.03033147751556086,5,Train,0.03033147751556086,0.03045661471470006,,,,,0.0,,0,1,0
2026-07-22,15,973,0,2,0,0.0,0.0002560873563952014,1,Train,0.0002560873563952014,0.00023452098442807467,,,,,0.0,,0,1,0
2026-07-22,15,973,1,4,0,0.0,0.0007505291962439377,1,Train,0.0007505291962439377,0.0006964443614877738,,,,,0.0,,0,1,0
2026-07-22,15,975,0,2,0,0.0,0.0002565952870866767,1,Train,0.0002565952870866767,0.00023494835797033292,,,,,0.0,,0,1,0
2026-07-22,15,975,1,1,0,0.0,0.00012755680759187954,1,Train,0.00012755680759187954,0.00011493990564968417,,,,,0.0,,0,1,0
2026-07-22,15,South Lake Union Streetcar,0,35,0,0.0,0.013146856076459936,3,Train,0.013146856076459936,0.013194214567169647,,,,,0.0,,0,1,0
2026-07-22,15,South Lake Union Streetcar,1,35,0,0.0,0.014329775696559374,3,Train,0.014329775696559374,0.014336933525889977,,,,,0.0,,0,1,0
2026-07-22,15,49,0,75,1,1.3333333333333333,0.20344381900256026,9,Train,0.20344381900256026,0.20699962016370038,,,,,0.0,,0,1,0
2026-07-22,15,49,1,67,0,0.0,0.17878474193761934,8,Train,0.17878474193761934,0.18070548773530326,,,,,0.0,,0,1,0
2026-07-22,15,556,1,36,0,0.0,0.4052846597290609,10,Train,0.4052846597290609,0.4128888765254717,,,,,0.0,,0,1,0
2026-07-22,15,218,0,8,0,0.0,0.00511369094901426,2,Train,0.00511369094901426,0.004882408376684887,,,,,0.0,,0,1,0
2026-07-22,15,775,0,34,0,0.0,0.023017615895917484,4,Train,0.023017615895917484,0.023118049774730018,,,,,0.0,,0,1,0
2026-07-22,15,775,1,44,0,0.0,0.04081430514268784,6,Train,0.04081430514268784,0.04119426840574438,,,,,0.0,,0,1,0
2026-07-22,15,102,0,33,0,0.0,0.030884796281469076,5,Train,0.030884796281469076,0.030543229295360262,,,,,0.0,,0,1,0
2026-07-22,15,156,0,87,0,0.0,0.03197540006234422,5,Train,0.03197540006234422,0.032488509557052264,,,,,0.0,,0,1,0
2026-07-22,15,156,1,97,0,0.0,0.04292812600718961,6,Train,0.04292812600718961,0.04363154839188393,,,,,0.0,,0,1,0
2026-07-22,15,193,0,23,1,4.3478260869565215,0.3261390526741851,9,Train,0.3261390526741851,0.3297186150267574,,,,,0.0,,0,1,0
2026-07-22,15,930,0,58,0,0.0,0.3797302872831305,10,Train,0.3797302872831305,0.39006140176680154,,,,,0.0,,0,1,0
2026-07-22,15,930,1,52,0,0.0,0.33628548933571534,9,Train,0.33628548933571534,0.3431917144106933,,,,,0.0,,0,1,0
2026-07-22,15,542,0,39,0,0.0,0.1283814900970986,8,Train,0.1283814900970986,0.13136762174947414,,,,,0.0,,0,1,0
2026-07-22,15,542,1,29,0,0.0,0.08016838591249155,7,Train,0.08016838591249155,0.08103314274745145,,,,,0.0,,0,1,0
2026-07-22,15,A Line,0,156,1,0.6410256410256411,0.7121366785149364,10,Train,0.7121366785149364,0.7231991020960079,,,,,0.0,,0,1,0
2026-07-22,15,A Line,1,160,2,1.25,0.8149615140010882,10,Train,0.8149615140010882,0.8257243139341695,,,,,0.0,,0,1,0
2026-07-22,15,B Line,0,105,0,0.0,0.20606862304236223,9,Train,0.20606862304236223,0.2097177317303485,,,,,0.0,,0,1,0
2026-07-22,15,B Line,1,150,0,0.0,0.44563578961970174,10,Train,0.44563578961970174,0.4572522793247607,,,,,0.0,,0,1,0
2026-07-22,15,226,0,109,0,0.0,0.04540197846928579,6,Train,0.04540197846928579,0.04637543292747095,,,,,0.0,,0,1,0
2026-07-22,15,226,1,121,0,0.0,0.06047298180405174,7,Train,0.06047298180405174,0.06178212887360216,,,,,0.0,,0,1,0
2026-07-22,15,915,0,41,0,0.0,0.05812621636462506,6,Train,0.05812621636462506,0.059096466298913776,,,,,0.0,,0,1,0
2026-07-22,15,915,1,41,0,0.0,0.0633562608239218,7,Train,0.0633562608239218,0.06421466807510581,,,,,0.0,,0,1,0
2026-07-22,15,931,0,65,0,0.0,0.020738567018638535,4,Train,0.020738567018638535,0.02119898023699965,,,,,0.0,,0,1,0
2026-07-22,15,931,1,71,0,0.0,0.026752574230349897,5,Train,0.026752574230349897,0.027337658795992592,,,,,0.0,,0,1,0
2026-07-22,15,907,0,30,0,0.0,0.046623638715498086,6,Train,0.046623638715498086,0.04693364833773674,,,,,0.0,,0,1,0
2026-07-22,15,907,1,29,0,0.0,0.04769250434746346,6,Train,0.04769250434746346,0.04781120616004062,,,,,0.0,,0,1,0
2026-07-22,15,40,0,252,2,0.7936507936507936,0.6601534175843718,10,Train,0.6601534175843718,0.6771647941305678,,,,,0.0,,0,1,0
2026-07-22,15,40,1,215,1,0.46511627906976744,0.529790367552368,10,Train,0.529790367552368,0.5390393644132591,,,,,0.0,,0,1,0
2026-07-22,15,C Line,0,159,2,1.2578616352201257,1.5400640274700832,10,Train,1.5400640274700832,1.5722049419110793,,,,,0.0,,0,1,0
2026-07-22,15,C Line,1,159,3,1.8867924528301887,1.6786349484346559,10,Train,1.6786349484346559,1.708369803030281,,,,,0.0,,0,1,0
2026-07-22,15,D Line,0,210,4,1.9047619047619047,1.5001529962995606,10,Train,1.5001529962995606,1.5477350236878293,,,,,0.0,,0,1,0
2026-07-22,15,D Line,1,195,4,2.051282051282051,1.417558184159007,10,Train,1.417558184159007,1.4545764711756086,,,,,0.0,,0,1,0
2026-07-22,15,906,0,74,0,0.0,0.16834505656759366,8,Train,0.16834505656759366,0.17072771983181498,,,,,0.0,,0,1,0
2026-07-22,15,906,1,85,2,2.3529411764705883,0.23916910060136073,9,Train,0.23916910060136073,0.24286121888942042,,,,,0.0,,0,1,0
2026-07-22,15,E Line,0,285,7,2.456140350877193,2.1986404937699975,10,Train,2.1986404937699975,2.2458229957038953,,,,,0.0,,0,1,0
2026-07-22,15,E Line,1,276,3,1.0869565217391304,2.252599423955555,10,Train,2.252599423955555,2.29149007049207,,,,,0.0,,0,1,0
2026-07-22,15,F Line,0,144,0,0.0,0.4533503116091203,10,Train,0.4533503116091203,0.46057363677698127,,,,,0.0,,0,1,0
2026-07-22,15,F Line,1,152,0,0.0,0.5482923185693032,10,Train,0.5482923185693032,0.5562574616479304,,,,,0.0,,0,1,0
2026-07-22,15,631,0,26,0,0.0,0.013732528386735594,3,Train,0.013732528386735594,0.013631482953307896,,,,,0.0,,0,1,0
2026-07-22,15,631,1,11,0,0.0,0.0031134575855798763,1,Train,0.0031134575855798763,0.00300239079509157,,,,,0.0,,0,1,0
2026-07-22,15,First Hill Streetcar,0,49,2,4.081632653061225,0.6265346765035068,10,Train,0.6265346765035068,0.6397692309154819,,,,,0.0,,0,1,0
2026-07-22,15,First Hill Streetcar,1,44,2,4.545454545454546,0.5568819529383788,10,Train,0.5568819529383788,0.5649869239777134,,,,,0.0,,0,1,0
2026-07-22,15,635,0,24,0,0.0,0.01831132179090784,4,Train,0.01831132179090784,0.018250300544792555,,,,,0.0,,0,1,0
2026-07-22,15,635,1,22,0,0.0,0.01698322498504538,4,Train,0.01698322498504538,0.016829518919388976,,,,,0.0,,0,1,0
2026-07-22,15,204,0,28,0,0.0,0.030762709899890276,5,Train,0.030762709899890276,0.03097877343181176,,,,,0.0,,0,1,0
2026-07-22,15,204,1,22,0,0.0,0.02140504509605742,4,Train,0.02140504509605742,0.02133058663167479,,,,,0.0,,0,1,0
2026-07-22,15,224,0,20,0,0.0,0.13011799207919011,8,Train,0.13011799207919011,0.1315479136370376,,,,,0.0,,0,1,0
2026-07-22,15,224,1,25,0,0.0,0.21446327642474747,9,Train,0.21446327642474747,0.2176259797357504,,,,,0.0,,0,1,0
2026-07-22,15,Valley Shuttle,0,25,0,0.0,0.010638706085628913,3,Train,0.010638706085628913,0.010579229215697436,,,,,0.0,,0,1,0
2026-07-22,15,Valley Shuttle,1,23,0,0.0,0.009931092295542527,3,Train,0.009931092295542527,0.00981995863400114,,,,,0.0,,0,1,0
2026-07-22,15,225,0,150,0,0.0,0.021692459316210607,4,Train,0.021692459316210607,0.022312747284361046,,,,,0.0,,0,1,0
2026-07-22,15,225,1,145,0,0.0,0.0221518445542218,4,Train,0.0221518445542218,0.022690462363249755,,,,,0.0,,0,1,0
2026-07-22,15,239,0,86,0,0.0,0.03255411600591524,5,Train,0.03255411600591524,0.03315593442268611,,,,,0.0,,0,1,0
2026-07-22,15,239,1,88,0,0.0,0.03707967886513422,6,Train,0.03707967886513422,0.03767568371095678,,,,,0.0,,0,1,0
2026-07-22,15,231,0,40,0,0.0,0.011585302952133482,3,Train,0.011585302952133482,0.011646443533621568,,,,,0.0,,0,1,0
2026-07-22,15,231,1,41,0,0.0,0.01323088578790367,3,Train,0.01323088578790367,0.013269776722490835,,,,,0.0,,0,1,0
2026-07-22,15,250,0,188,0,0.0,0.22856811126142357,9,Train,0.22856811126142357,0.23335033107081307,,,,,0.0,,0,1,0
2026-07-22,15,250,1,215,2,0.9302325581395349,0.32264277673294206,9,Train,0.32264277673294206,0.3297752804731823,,,,,0.0,,0,1,0
2026-07-22,15,230,0,39,0,0.0,0.011803537488978784,3,Train,0.011803537488978784,0.011877367610414101,,,,,0.0,,0,1,0
2026-07-22,15,230,1,38,0,0.0,0.012250095981973078,3,Train,0.012250095981973078,0.012278698724608517,,,,,0.0,,0,1,0
2026-07-22,15,162,0,8,0,0.0,0.007277742541084511,2,Train,0.007277742541084511,0.007011864026723411,,,,,0.0,,0,1,0
2026-07-22,15,165,0,234,1,0.42735042735042733,0.06029639989839035,7,Train,0.06029639989839035,0.06179750474751822,,,,,0.0,,0,1,0
2026-07-22,15,165,1,202,1,0.49504950495049505,0.04950121073952544,6,Train,0.04950121073952544,0.05034132892130987,,,,,0.0,,0,1,0
2026-07-22,15,184,0,27,0,0.0,0.004799258350400855,2,Train,0.004799258350400855,0.004779377782806298,,,,,0.0,,0,1,0
2026-07-22,15,184,1,40,0,0.0,0.010946873240007683,3,Train,0.010946873240007683,0.011000713035126937,,,,,0.0,,0,1,0
2026-07-22,15,161,0,129,0,0.0,0.1430595715572603,8,Train,0.1430595715572603,0.1478043402613419,,,,,0.0,,0,1,0
2026-07-22,15,161,1,83,0,0.0,0.06694082953094657,7,Train,0.06694082953094657,0.06799426228425481,,,,,0.0,,0,1,0
2026-07-22,15,160,0,247,1,0.4048582995951417,0.19769104786092845,8,Train,0.19769104786092845,0.20232385241346815,,,,,0.0,,0,1,0
2026-07-22,15,160,1,270,0,0.0,0.2558500358817244,9,Train,0.2558500358817244,0.261775087736208,,,,,0.0,,0,1,0
2026-07-22,15,79,0,61,0,0.0,0.07388071701016119,7,Train,0.07388071701016119,0.07558705982934154,,,,,0.0,,0,1,0
2026-07-22,15,79,1,64,0,0.0,0.08824382840764176,7,Train,0.08824382840764176,0.0901384187942054,,,,,0.0,,0,1,0
2026-07-22,15,566,0,24,0,0.0,0.9942505932631511,10,Train,0.9942505932631511,1.0171281485053345,,,,,0.0,,0,1,0
2026-07-22,15,H Line,0,183,1,0.546448087431694,1.0771165484794905,10,Train,1.0771165484794905,1.0983374525876233,,,,,0.0,,0,1,0
2026-07-22,15,H Line,1,183,1,0.546448087431694,1.174032669787885,10,Train,1.174032669787885,1.1934617984708131,,,,,0.0,,0,1,0
2026-07-22,15,365,0,110,0,0.0,0.04344394815084501,6,Train,0.04344394815084501,0.04459934248848939,,,,,0.0,,0,1,0
2026-07-22,15,365,1,107,0,0.0,0.04490622069092426,6,Train,0.04490622069092426,0.04591786734217138,,,,,0.0,,0,1,0
2026-07-22,15,G Line,1,210,4,1.9047619047619047,2.364347915643277,10,Train,2.364347915643277,2.4047431358137175,,,,,0.0,,0,1,0
2026-07-22,15,333,0,168,0,0.0,0.04817623513745669,6,Train,0.04817623513745669,0.04916562094390111,,,,,0.0,,0,1,0
2026-07-22,15,333,1,152,0,0.0,0.04331238170787356,6,Train,0.04331238170787356,0.04392577241569166,,,,,0.0,,0,1,0
2026-07-22,15,61,0,102,2,1.9607843137254901,0.32617084988941974,9,Train,0.32617084988941974,0.3325207289170651,,,,,0.0,,0,1,0
2026-07-22,15,61,1,85,1,1.1764705882352942,0.2507128483690713,9,Train,0.2507128483690713,0.25334297409344697,,,,,0.0,,0,1,0
2026-07-22,15,223,0,118,1,0.847457627118644,0.03689197194983281,6,Train,0.03689197194983281,0.037751126367701185,,,,,0.0,,0,1,0
2026-07-22,15,223,1,125,0,0.0,0.044917423592174884,6,Train,0.044917423592174884,0.045904918560035694,,,,,0.0,,0,1,0
2026-07-22,15,222,0,120,0,0.0,0.02404801541252282,5,Train,0.02404801541252282,0.02466606824279915,,,,,0.0,,0,1,0
2026-07-22,15,222,1,118,0,0.0,0.02537938635033488,5,Train,0.02537938635033488,0.025937395914682953,,,,,0.0,,0,1,0
2026-07-22,15,256,0,21,0,0.0,0.0768714045635542,7,Train,0.0768714045635542,0.077093844256842,,,,,0.0,,0,1,0
2026-07-22,15,203,0,56,0,0.0,0.05018012979847958,6,Train,0.05018012979847958,0.05073799067193753,,,,,0.0,,0,1,0
2026-07-22,15,203,1,55,0,0.0,0.052852482157699186,6,Train,0.052852482157699186,0.05324479370974894,,,,,0.0,,0,1,0
2026-07-22,15,249,0,46,0,0.0,0.16487630498102734,8,Train,0.16487630498102734,0.1685793636919748,,,,,0.0,,0,1,0
2026-07-22,15,249,1,49,0,0.0,0.20258524504960784,9,Train,0.20258524504960784,0.20690243388879767,,,,,0.0,,0,1,0
2026-07-22,15,187,0,15,0,0.0,0.0014473131116092398,1,Train,0.0014473131116092398,0.0014158677699804526,,,,,0.0,,0,1,0
2026-07-22,15,187,1,38,0,0.0,0.0088555245757225,2,Train,0.0088555245757225,0.008885075794529792,,,,,0.0,,0,1,0
2026-07-22,15,Waterfront Shuttle,0,32,0,0.0,0.010822438014227477,3,Train,0.010822438014227477,0.010815620533872822,,,,,0.0,,0,1,0
2026-07-22,15,Waterfront Shuttle,1,36,0,0.0,0.014721504789349412,3,Train,0.014721504789349412,0.01472032052939834,,,,,0.0,,0,1,0
2026-07-22,16,1,0,144,2,1.3888888888888888,0.4827396945902829,10,Train,0.4827396945902829,0.5171696654583994,,,,,0.0,,0,1,0
2026-07-22,16,1,1,76,1,1.3157894736842106,0.1544864119508562,8,Train,0.1544864119508562,0.1616983537892606,,,,,0.0,,0,1,0
2026-07-22,16,10,0,60,0,0.0,0.08247494238863726,7,Train,0.08247494238863726,0.08692457565660877,,,,,0.0,,0,1,0
2026-07-22,16,10,1,39,0,0.0,0.03970792704656973,6,Train,0.03970792704656973,0.04116351551693914,,,,,0.0,,0,1,0
2026-07-22,16,101,0,100,1,1.0,0.38848153676712793,10,Train,0.38848153676712793,0.4120912956393968,,,,,0.0,,0,1,0
2026-07-22,16,101,1,96,0,0.0,0.391567643669587,10,Train,0.391567643669587,0.4135478982960053,,,,,0.0,,0,1,0
